Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-03 00:00:00+05:30,469.30635654659557,477.91220334296656,464.3094401537842,476.28924560546875,3400394,0.0,0.0
2019-06-04 00:00:00+05:30,475.0934049485369,475.52049358079285,461.6828114687301,463.7541809082031,4128970,0.0,0.0
2019-06-06 00:00:00+05:30,465.52664089676887,470.28868989804914,459.3552305938649,460.9140625,4701806,0.0,0.0
2019-06-07 00:00:00+05:30,462.5370729786231,464.33082470687077,457.5187806355956,461.0849609375,3272806,0.0,0.0
2019-06-10 00:00:00+05:30,464.2026735835922,470.56630502540514,461.85368596066326,466.03912353515625,2056008,0.0,0.0
2019-06-11 00:00:00+05:30,469.797498148121,477.03662965201164,467.19226790354094,473.1715087890625,6485078,0.0,0.0
2019-06-12 00:00:00+05:30,472.7870794228181,474.06834522071193,466.081809267776,473.2568664550781,3136202,0.0,0.0
2019-06-13 00:00:00+05:30,471.07876046465447,472.4027247951115,466.8078741503783,470.181884765625,3951850,0.0,0.0
2019-06-14 00:00:00+05:30,466.85062234813444,470.80119260993087,462.96412581485026,464.2453918457031,3467872,0.0,0.0
2019-06-17 00:00:00+05:30,462.96410253906015,464.5443097103936,457.6254943455747,459.0776062011719,2487348,0.0,0.0
2019-06-18 00:00:00+05:30,459.077501424337,467.2989561658938,458.9707292848363,465.3556823730469,1412162,0.0,0.0
2019-06-19 00:00:00+05:30,465.5692760044229,468.3453519257182,460.3161174650291,463.0067443847656,2437878,0.0,0.0
2019-06-20 00:00:00+05:30,456.9849187842567,465.95378167628417,455.12709332645,464.3948974609375,1895088,0.0,0.0
2019-06-21 00:00:00+05:30,466.5943036406159,466.65837735870156,457.47597229849725,459.65411376953125,4695110,0.0,0.0
2019-06-24 00:00:00+05:30,460.8286127302153,462.98543107654035,456.17333642858614,460.35882568359375,1350104,0.0,0.0
2019-06-25 00:00:00+05:30,460.35888720700126,461.7255500952426,452.77806332459517,460.82867431640625,2203934,0.0,0.0
2019-06-26 00:00:00+05:30,457.92435072866266,466.6583433963056,457.92435072866266,460.7218017578125,3277734,0.0,0.0
2019-06-27 00:00:00+05:30,458.82129126560744,462.9854050015413,452.69252831561937,453.8883972167969,2776050,0.0,0.0
2019-06-28 00:00:00+05:30,457.28374489558803,459.52596005406843,452.15868167620414,454.69989013671875,2829874,0.0,0.0
2019-07-01 00:00:00+05:30,455.81029251525473,456.9420876929042,447.31121924354284,448.0586242675781,2467696,0.0,0.0
2019-07-02 00:00:00+05:30,449.7243988900815,454.6999926476019,445.45351191106835,452.7140197753906,2014050,0.0,0.0
2019-07-03 00:00:00+05:30,453.1410560150869,454.7426384468085,447.41805769876623,448.95556640625,1213340,0.0,0.0
2019-07-04 00:00:00+05:30,447.88785718869997,448.9555788394167,441.5242778583055,444.4925231933594,2553038,0.0,0.0
2019-07-05 00:00:00+05:30,445.8378642179886,448.0160059649193,432.4913435445818,434.0929260253906,2514352,0.0,0.0
2019-07-08 00:00:00+05:30,431.7866220906312,446.6493278592614,431.38088266252157,443.7664794921875,4008224,0.0,0.0
2019-07-09 00:00:00+05:30,441.37471879666526,447.5034822752932,430.50533414079723,435.9507141113281,3205934,0.0,0.0
2019-07-10 00:00:00+05:30,433.06789967782976,442.03676150547716,432.6835094582471,435.16064453125,1731600,0.0,0.0
2019-07-11 00:00:00+05:30,438.9617536760071,438.9617536760071,433.51634709342363,435.97210693359375,1550706,0.0,0.0
2019-07-12 00:00:00+05:30,433.9433594145487,439.7731030646565,430.93239004939204,437.2960205078125,2903286,0.0,0.0
2019-07-15 00:00:00+05:30,441.801863632498,443.3180492985858,435.6304530679745,438.8336181640625,2633206,0.0,0.0
2019-07-16 00:00:00+05:30,440.7127621651818,440.8195343213351,432.83297182758673,435.4809265136719,3450502,0.0,0.0
2019-07-17 00:00:00+05:30,437.50963402464146,445.45347267900445,436.0148237136381,444.4925231933594,2291110,0.0,0.0
2019-07-18 00:00:00+05:30,441.35342100418706,442.89092971605874,433.9220680728213,435.0111389160156,2608300,0.0,0.0
2019-07-19 00:00:00+05:30,437.3386834651575,440.2429065139768,431.0177780191835,433.7511291503906,2139624,0.0,0.0
2019-07-22 00:00:00+05:30,433.75121372937946,438.7268068280905,428.47667943566006,435.1819763183594,1902156,0.0,0.0
2019-07-23 00:00:00+05:30,435.90805455346384,438.17159318767904,430.1423575998483,431.7652893066406,2011658,0.0,0.0
2019-07-24 00:00:00+05:30,431.33816243880557,437.7017673168512,427.7292583406697,436.18560791015625,2384560,0.0,0.0
