Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-03 00:00:00+05:30,1909.9977395009182,1930.1940902207164,1881.1506232520917,1918.475341796875,1577560,0.0,0.0
2019-06-04 00:00:00+05:30,1922.884917028285,1958.0842469064703,1902.640433233116,1927.640625,1279550,0.0,0.0
2019-06-06 00:00:00+05:30,1941.7349411027976,1958.0843685415036,1919.2255982680888,1931.5213623046875,1262960,0.0,0.0
2019-06-07 00:00:00+05:30,1937.3012944332957,1944.6104264450862,1909.0360066748233,1923.24560546875,722710,0.0,0.0
2019-06-10 00:00:00+05:30,1942.21590818136,1954.309629503776,1925.8712932390147,1936.1041259765625,426260,0.0,0.0
2019-06-11 00:00:00+05:30,1940.4414472203928,1944.7114766371262,1923.5005645388399,1936.1568603515625,429390,0.0,0.0
2019-06-12 00:00:00+05:30,1938.0802416774445,1942.6965973832225,1920.8605375460063,1933.6514892578125,418760,0.0,0.0
2019-06-13 00:00:00+05:30,1928.0783004126356,1942.6965642334862,1913.8446350617019,1939.0467529296875,597650,0.0,0.0
2019-06-14 00:00:00+05:30,1923.4619145223414,1937.8830655305208,1884.9926762318946,1901.058349609375,480610,0.0,0.0
2019-06-17 00:00:00+05:30,1899.4237111275563,1922.5004438757248,1888.647556555898,1897.2886962890625,486340,0.0,0.0
2019-06-18 00:00:00+05:30,1899.4188253495413,1917.4994160642912,1881.7036971300515,1897.67333984375,550870,0.0,0.0
2019-06-19 00:00:00+05:30,1907.1126624753024,1932.983251068824,1894.610158888727,1903.3330078125,847590,0.0,0.0
2019-06-20 00:00:00+05:30,1913.7486063326414,1913.7486063326414,1886.9162870281675,1903.568603515625,716150,0.0,0.0
2019-06-21 00:00:00+05:30,1903.2655558519396,1913.7484467186553,1890.1138381110786,1896.45654296875,546620,0.0,0.0
2019-06-24 00:00:00+05:30,1901.4384479407877,1907.2040209273837,1818.835353426897,1836.733154296875,1240360,0.0,0.0
2019-06-25 00:00:00+05:30,1836.959229181081,1851.2264715601611,1811.0405072713852,1838.52685546875,1296560,0.0,0.0
2019-06-26 00:00:00+05:30,1832.1070410619775,1858.545014830588,1832.1070410619775,1841.8927001953125,816920,0.0,0.0
2019-06-27 00:00:00+05:30,1841.8927679152375,1891.628651719259,1841.8927679152375,1873.3846435546875,1183940,0.0,0.0
2019-06-28 00:00:00+05:30,1880.1360597515434,1888.3396537423655,1834.982834141393,1840.6378173828125,760460,0.0,0.0
2019-07-01 00:00:00+05:30,1855.1792757823794,1899.409279295208,1846.5236959575784,1887.4261474609375,1021530,0.0,0.0
2019-07-02 00:00:00+05:30,1856.140870612179,1951.2368386688215,1856.044720989836,1936.6810302734375,1431860,0.0,0.0
2019-07-03 00:00:00+05:30,1933.0793033044793,1937.8879582878237,1883.1270516889224,1889.81103515625,922730,0.0,0.0
2019-07-04 00:00:00+05:30,1899.8658489236818,1932.5983955512995,1888.4549202896012,1906.670166015625,1051340,0.0,0.0
2019-07-05 00:00:00+05:30,1918.586099850415,1927.7898139818233,1883.2472985025847,1889.3302001953125,753860,0.0,0.0
2019-07-08 00:00:00+05:30,1892.6865773647503,1899.764903322323,1812.9590552754687,1830.4530029296875,991410,0.0,0.0
2019-07-09 00:00:00+05:30,1844.599988548655,1855.6984014384038,1801.3269085288891,1831.0010986328125,1295640,0.0,0.0
2019-07-10 00:00:00+05:30,1826.32719153842,1853.3469961411542,1793.6283371348884,1803.341796875,831210,0.0,0.0
2019-07-11 00:00:00+05:30,1819.1094877520247,1833.6989902047253,1809.9778560276886,1830.5733642578125,695000,0.0,0.0
2019-07-12 00:00:00+05:30,1825.7647158168186,1836.9063326279922,1813.8247870871169,1822.9901123046875,833100,0.0,0.0
2019-07-15 00:00:00+05:30,1836.9061527582705,1846.3311632240896,1806.852059944817,1811.3096923828125,500530,0.0,0.0
2019-07-16 00:00:00+05:30,1814.7863386003044,1836.9061508884904,1794.0177864993477,1831.2559814453125,602940,0.0,0.0
2019-07-17 00:00:00+05:30,1832.0975353964307,1832.0975353964307,1760.9342555088347,1772.8260498046875,940840,0.0,0.0
2019-07-18 00:00:00+05:30,1782.087720512966,1787.0117790274971,1764.776560788609,1770.1622314453125,683830,0.0,0.0
2019-07-19 00:00:00+05:30,1781.799077360145,1783.0493746902719,1683.0293450420581,1698.8017578125,1841410,0.0,0.0
2019-07-22 00:00:00+05:30,1704.6681447457065,1711.3137386217106,1632.533508627102,1641.8670654296875,2334480,0.0,0.0
2019-07-23 00:00:00+05:30,1654.177417800322,1671.6184199083948,1638.9436307313163,1644.4110107421875,1131400,0.0,0.0
2019-07-24 00:00:00+05:30,1656.719795462418,1661.990084843753,1567.0560466910633,1587.0184326171875,2450250,12.5,0.0
2019-07-25 00:00:00+05:30,1569.4781519113012,1619.8419165635892,1568.291378813305,1592.424560546875,2059680,0.0,0.0
2019-07-26 00:00:00+05:30,1593.107555770964,1693.1859388567686,1581.8014574488873,1665.0565185546875,2300560,0.0,0.0
2019-07-29 00:00:00+05:30,1646.9831879492879,1646.9831879492879,1583.0414877112567,1587.7015380859375,1531070,0.0,0.0
2019-07-30 00:00:00+05:30,1597.5735935165899,1620.3407126479665,1550.9979279606246,1565.9466552734375,1821980,0.0,0.0
2019-07-31 00:00:00+05:30,1574.5158569182834,1593.8631549004388,1547.834810090079,1583.8214111328125,1548640,0.0,0.0
