Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-03 00:00:00+05:30,1382.2324081823926,1414.0866426356918,1380.3501596429567,1408.5845947265625,2867897,0.0,0.0
2019-06-04 00:00:00+05:30,1404.4821376310786,1404.4821376310786,1367.849815607113,1372.145263671875,1493226,0.0,0.0
2019-06-06 00:00:00+05:30,1385.1278903776008,1411.0939347245326,1375.4269012684476,1378.9501953125,1985857,0.0,0.0
2019-06-07 00:00:00+05:30,1379.3846219718994,1389.8578826241126,1363.988458663511,1369.1043701171875,878470,0.0,0.0
2019-06-10 00:00:00+05:30,1379.3847229679168,1391.9333593560084,1369.2492858852272,1373.2069091796875,800967,0.0,0.0
2019-06-11 00:00:00+05:30,1378.419547143546,1383.5837704799585,1360.5618709375547,1376.00634765625,743047,0.0,0.0
2019-06-12 00:00:00+05:30,1380.3013994319351,1389.9060013338312,1371.662194879872,1375.9576416015625,874293,0.0,0.0
2019-06-13 00:00:00+05:30,1386.82736586868,1396.4352208583161,1380.2280000155752,1387.2640380859375,1572720,7.65,0.0
2019-06-14 00:00:00+05:30,1387.7979258718037,1389.4962799768916,1369.3586527308496,1371.0570068359375,546091,0.0,0.0
2019-06-17 00:00:00+05:30,1375.181452852272,1382.9453566086715,1357.615644296972,1360.5755615234375,962166,0.0,0.0
2019-06-18 00:00:00+05:30,1363.5357741498067,1368.7764335589573,1335.4401911727664,1339.3221435546875,1177437,0.0,0.0
2019-06-19 00:00:00+05:30,1341.2145396199755,1355.1895918016132,1331.509658725475,1340.3896484375,692212,0.0,0.0
2019-06-20 00:00:00+05:30,1325.2498432336026,1363.4385196730068,1320.542881988111,1350.9677734375,991210,0.0,0.0
2019-06-21 00:00:00+05:30,1339.2250224657016,1353.4912687895612,1331.509689364154,1342.18505859375,1242165,0.0,0.0
2019-06-24 00:00:00+05:30,1345.0962697126276,1356.7421248616547,1327.8701089713584,1335.5369873046875,757055,0.0,0.0
2019-06-25 00:00:00+05:30,1330.5389486334814,1331.9461087412833,1320.203228511813,1322.8720703125,1388994,0.0,0.0
2019-06-26 00:00:00+05:30,1319.8637573368303,1329.1319656670064,1312.099852881908,1319.815185546875,960174,0.0,0.0
2019-06-27 00:00:00+05:30,1320.931218316708,1329.2289382621814,1318.0683260491787,1321.222412109375,2113899,0.0,0.0
2019-06-28 00:00:00+05:30,1324.71630146239,1331.4126932732304,1310.2560045880339,1318.0684814453125,1131371,0.0,0.0
2019-07-01 00:00:00+05:30,1327.6275703539684,1333.9357422891298,1311.1778463101564,1313.8951416015625,739182,0.0,0.0
2019-07-02 00:00:00+05:30,1315.9816813347575,1319.863633197102,1301.1331680741825,1306.0341796875,1171118,0.0,0.0
2019-07-03 00:00:00+05:30,1316.0304999709263,1330.5392503907694,1309.6737552168806,1312.0999755859375,1378288,0.0,0.0
2019-07-04 00:00:00+05:30,1315.9818732267843,1326.0264014417057,1311.2750296009096,1319.5726318359375,902077,0.0,0.0
2019-07-05 00:00:00+05:30,1323.648659663106,1332.9167493519303,1311.5660125007462,1318.60205078125,966162,0.0,0.0
2019-07-08 00:00:00+05:30,1317.922695086621,1318.3109139775502,1293.3693014655712,1300.696533203125,866416,0.0,0.0
2019-07-09 00:00:00+05:30,1305.2094596178242,1305.2094596178242,1253.1427497488364,1282.0147705078125,2037332,0.0,0.0
2019-07-10 00:00:00+05:30,1278.9090642677722,1300.7934963975074,1273.3287585711082,1283.906982421875,1115080,0.0,0.0
2019-07-11 00:00:00+05:30,1278.132716530636,1297.5424768424148,1272.3583602249919,1293.126708984375,757323,0.0,0.0
2019-07-12 00:00:00+05:30,1293.1268265237802,1329.1320299490612,1286.3334097971667,1321.7562255859375,1050985,0.0,0.0
2019-07-15 00:00:00+05:30,1322.6295062344884,1326.6570550035835,1307.2958673889932,1313.2158203125,666533,0.0,0.0
2019-07-16 00:00:00+05:30,1312.0999469661751,1334.4211738746235,1305.3065300809953,1331.8009033203125,782642,0.0,0.0
2019-07-17 00:00:00+05:30,1336.3620971467694,1363.3901667034213,1334.9063650148012,1354.704345703125,1599926,0.0,0.0
2019-07-18 00:00:00+05:30,1353.8308449774404,1354.1704921052049,1336.5561101060282,1344.077392578125,802222,0.0,0.0
2019-07-19 00:00:00+05:30,1349.0753159184367,1358.1009015102725,1324.716091339017,1328.695068359375,842552,0.0,0.0
2019-07-22 00:00:00+05:30,1327.4336069704143,1368.3881554411876,1318.941836502251,1362.75927734375,1279369,0.0,0.0
2019-07-23 00:00:00+05:30,1367.4177055119314,1401.3362165404617,1360.478692042356,1387.1671142578125,2262423,0.0,0.0
2019-07-24 00:00:00+05:30,1388.2832261617891,1449.4239764226718,1353.9764955422952,1439.6220703125,7400250,0.0,0.0
2019-07-25 00:00:00+05:30,1437.5840591749354,1459.4684945857352,1415.9906991112894,1451.70458984375,4194809,0.0,0.0
2019-07-26 00:00:00+05:30,1444.183056902365,1485.622962363405,1441.7568370908673,1481.4012451171875,2420636,0.0,0.0
2019-07-29 00:00:00+05:30,1479.8971510945462,1492.8531419926394,1462.1371735930443,1468.5909423828125,1634196,0.0,0.0
2019-07-30 00:00:00+05:30,1466.5046224866016,1481.9354077937292,1458.35249831795,1464.2239990234375,1436383,0.0,0.0
2019-07-31 00:00:00+05:30,1462.525492761289,1479.9942776781459,1451.0252330512476,1476.2093505859375,1249734,0.0,0.0
2019-08-01 00:00:00+05:30,1470.2892864496353,1486.253766298234,1449.5693918159948,1460.293212890625,2263295,0.0,0.0
2019-08-02 00:00:00+05:30,1464.4665231716351,1504.2565347356094,1460.0993267804672,1499.59814453125,3044783,0.0,0.0
2019-08-05 00:00:00+05:30,1487.952304442984,1505.2270399742256,1476.7916913161605,1480.382568359375,1443728,0.0,0.0
2019-08-06 00:00:00+05:30,1484.8468186527898,1523.5207464123785,1479.0724617451442,1519.6387939453125,2056715,0.0,0.0
