Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-03 00:00:00+05:30,21216.556090534526,21555.302549503598,21162.05407269865,21484.25390625,17878,0.0,0.0
2019-06-04 00:00:00+05:30,21286.231002806537,21682.96643947077,20745.679737553408,20819.28125,24518,0.0,0.0
2019-06-06 00:00:00+05:30,20916.989773526966,21296.933037098643,20098.23201654677,20247.646484375,39208,0.0,0.0
2019-06-07 00:00:00+05:30,20131.426194861277,20622.335637322867,20042.994674575384,20366.32421875,21847,0.0,0.0
2019-06-10 00:00:00+05:30,20474.936504142323,20595.135943135025,20286.241279907994,20433.49609375,26806,0.0,0.0
2019-06-11 00:00:00+05:30,20416.159469581915,20573.232521868355,20206.007563545816,20408.548828125,10997,0.0,0.0
2019-06-12 00:00:00+05:30,20405.3600249934,20405.3600249934,19958.59152787211,20176.599609375,33923,0.0,0.0
2019-06-13 00:00:00+05:30,20229.578818746162,20499.63387579253,20043.781706700127,20386.947265625,30731,0.0,0.0
2019-06-14 00:00:00+05:30,20358.811351422537,20524.1836260583,19939.882704646592,20095.287109375,13119,0.0,0.0
2019-06-17 00:00:00+05:30,20095.285284354602,20129.901428235633,19500.03452873991,19632.263671875,20508,0.0,0.0
2019-06-18 00:00:00+05:30,19602.06946474974,20353.313547738246,19519.530050260037,20169.48046875,24799,0.0,0.0
2019-06-19 00:00:00+05:30,20204.535873060042,20277.646369594862,19934.971844910877,20071.03125,19988,0.0,0.0
2019-06-20 00:00:00+05:30,20084.38676571028,20887.53008106562,19698.89469933956,20818.34765625,41269,0.0,0.0
2019-06-21 00:00:00+05:30,20725.49767460283,20921.901348373052,20609.76719343465,20774.009765625,35961,0.0,0.0
2019-06-24 00:00:00+05:30,20774.011728444668,21005.12938978986,20623.02638996805,20702.2265625,21987,0.0,0.0
2019-06-25 00:00:00+05:30,20622.386665962225,21324.529831017608,20602.796165831445,21201.041015625,21206,0.0,0.0
2019-06-26 00:00:00+05:30,21067.731242915375,21633.864837039444,21025.013443532207,21467.01953125,19040,0.0,0.0
2019-06-27 00:00:00+05:30,21417.872512003312,21702.951320554756,21261.779526755476,21494.322265625,63640,0.0,0.0
2019-06-28 00:00:00+05:30,21506.20086374723,21623.9931921439,21199.37001177653,21428.42578125,22816,0.0,0.0
2019-07-01 00:00:00+05:30,21476.739456161187,21997.11131840038,21015.19087159805,21083.0,20072,0.0,0.0
2019-07-02 00:00:00+05:30,21162.495109688432,21258.83072470749,20985.82962770084,21164.361328125,18109,0.0,0.0
2019-07-03 00:00:00+05:30,21236.14776858831,21247.784302955362,20887.67892510561,21100.43359375,12129,0.0,0.0
