Date,PNL%
2019-11-29,0.93450205934377
2020-01-08,-2.142007101399602
2020-03-02,-5.08858310986064
2020-10-27,21.08571073523016
2021-01-27,14.24805895418794
2021-02-22,-5.927164342496086
2021-04-06,0.035311842436710116
2021-04-26,-7.467409257080966
2021-07-12,4.165225638336531
2021-10-05,24.651548561149195
2021-12-06,1.8121064119553867
2022-01-17,7.328017036127251
2022-12-15,-3.9986880993688065
2023-03-20,1.7384382224786004
2023-04-06,-0.6093937434009409
2023-06-08,-3.9666595877577935
2023-08-01,-0.49012770679138307
2023-08-31,-1.5158385290656196
2023-10-04,-5.062042149757597
2024-02-08,-1.3190126248351233
