Date,PNL%
2019-11-19,-0.6123413218172156
2019-12-13,-4.867071398741043
2020-02-28,1.8281141065816515
2020-05-12,-2.2599832623148473
2020-06-30,-0.21753020381696295
2020-08-25,8.201170023129214
2020-10-16,9.780890870273671
2020-10-22,-0.71468910625336
2021-01-21,-0.3225789345192653
2021-07-22,2.346877444507041
2022-07-28,-2.379394593029274
2022-11-21,-3.872842503078138
2022-12-16,-1.2014160828095006
2023-05-12,0.43063357857444406
2023-09-01,11.515684749722281
2023-09-26,-0.8935899879970809
2024-01-18,-2.371613135332166
2024-03-12,5.1558863875432
