Date,PNL%
2020-01-07,10.983763397075275
2020-08-05,1.5570991248764012
2020-09-11,0.2570805734182747
2021-01-28,26.64828584880959
2021-03-01,0.7535715831820805
2021-06-16,7.165578678197959
2021-08-25,6.980549367402808
2021-09-28,-1.1032163726714184
2021-11-15,3.4584175239783903
2022-02-04,-2.2701078678314697
2022-09-28,8.727454509696651
2022-12-14,1.4361132591654564
2023-06-06,0.6463333595423867
2023-08-10,-0.35001554447029526
2023-09-27,-1.6323363143741734
2024-04-18,2.565463397413374
2024-05-22,1.308408988916116
