Date,PNL%
2019-11-13,-2.856586186974109
2020-08-10,-6.4556048368873995
2021-01-29,-4.5177338576765065
2021-03-19,8.269372720171422
2021-06-24,2.4846120987348894
2021-09-22,-4.065975125170622
2021-10-28,-6.3744700401641134
2022-09-23,-2.9100409896659856
2023-01-31,-1.1803661383690958
2023-04-06,-2.309849351449593
2023-05-25,-1.1966422512672765
2023-07-28,-0.04015254507192383
2024-03-07,50.15225620412674
2024-04-09,-1.0473877995060892
