Date,PNL%
2019-11-14,-4.099541699187528
2019-12-09,-0.2580998038588036
2020-01-29,-0.3539432904481069
2020-09-22,12.591207443981563
2020-11-11,-4.574132601702975
2020-12-29,5.621689737972773
2021-01-29,-10.08433372655724
2021-07-16,-1.9578823297431776
2021-12-01,-4.015809518958322
2022-02-24,0.4822135592135627
2022-08-24,4.942173551842947
2022-10-03,-3.844742444541962
2022-11-21,-3.947121927420335
2023-06-23,1.7358979393079759
2023-07-28,-1.9179750093557195
2023-10-09,-1.1353530140798136
2023-11-02,-4.4941634540627895
2023-12-15,-4.061779946965296
2024-05-09,12.121176831035019
