Date,PNL%
2019-11-25,-0.776573060830383
2020-01-28,0.6573373920451966
2020-07-27,-1.4534947747442029
2020-09-22,19.425758623793975
2020-10-16,-2.2570770477185578
2020-12-22,10.816254444213074
2021-03-17,58.28156943927829
2021-06-30,8.898511438800464
2021-11-29,-9.448581069269615
2021-12-20,-9.071493665261714
2022-02-04,-1.9968609404029958
2022-08-29,-5.394407357574014
2023-02-22,-2.751357346411941
2023-08-10,32.1211993940852
2023-10-04,-1.0562039136116612
2023-11-02,-4.594508244732778
2024-03-27,45.730033832681585
2024-04-24,-1.5341030231766555
2024-05-16,-7.852783589291194
