Date,PNL%
2020-08-31,19.34668767157896
2020-09-21,1.9657560007712165
2020-09-24,-6.609301336194949
2020-10-15,-2.69546137173775
2020-12-21,-2.5500830039759204
2021-02-26,9.55034261460817
2021-03-25,-6.891680807392203
2021-11-02,-3.807494983739678
2021-12-01,-13.079249482942002
2022-02-03,0.19894847872406982
2022-06-22,5.96725346495676
2022-09-23,15.612187162200636
2022-11-18,-9.187454878103216
2023-02-23,-4.699915053206931
2023-07-31,6.282071385747705
2023-10-05,-2.0788249663560503
2024-01-02,-0.03923254510913831
2024-01-09,-0.7369047250875457
2024-03-18,1.1168314376983548
