Date,PNL%
2020-01-09,-2.0904467538959977
2020-09-15,4.544268306272454
2021-03-04,80.49726519452037
2021-06-22,5.312859799214309
2021-08-18,-3.038011304842581
2021-11-22,11.18984447337623
2022-02-18,-0.09693850826185281
2022-04-28,-1.970252965587542
2022-08-19,-0.009616129811673995
2022-09-30,-1.3387921156098548
2022-12-22,2.3721216846766926
2023-01-11,-0.6576195008259742
2023-06-19,-3.125001981608559
2023-08-08,-3.274269165898658
2023-10-09,-0.822105455495253
2024-01-10,-3.4174748034462508
2024-03-19,11.31103082425016
