Date,PNL%
2019-11-07,-11.317099773429488
2020-03-03,-0.597855382226423
2020-09-25,5.78701136613542
2020-10-29,-6.0446639710064085
2021-01-19,19.235904075188575
2021-02-16,-5.840776272376893
2021-04-26,-5.019096019984916
2021-07-09,8.507285041929585
2021-11-03,31.396049077612542
2021-11-26,-9.734196351424638
2022-01-25,-10.433989959086915
2022-02-24,-3.577864992336228
2022-04-05,-5.838024281558582
2022-09-29,-2.8084315197619154
2022-11-17,-2.2377054273342973
2023-07-24,12.217329015246005
2023-10-05,3.609336616485896
2023-10-30,-5.6021674635833785
2024-02-02,10.648591847576384
2024-03-18,-1.4725311218487651
2024-04-18,-6.811179759269051
