Date,PNL%
2020-09-04,-7.879368663332327
2020-12-31,-4.882724331442169
2021-01-25,-7.217532112770413
2021-03-24,2.7131822930081295
2021-07-07,5.100681056490668
2021-08-02,-0.08484898746185247
2021-10-29,8.109225354694939
2022-03-15,-0.8323787643266378
2022-05-11,6.715628431444393
2022-06-13,-6.381649102648662
2022-09-29,3.9044099107038197
2022-11-18,-0.6588778599761901
2022-12-20,-3.0830622504805563
2023-03-28,3.5832461894831558
2023-05-25,-0.2572206483045915
2023-10-06,31.19799233461113
2023-10-30,-2.0459254496903183
2024-01-23,23.158329942305176
2024-03-19,-4.808848559384357
2024-05-06,0.6062297852772324
