Date,PNL%
2020-01-10,9.245860101339767
2020-08-03,-2.093439191613831
2020-09-09,3.2227496087195613
2020-12-29,22.485068737236794
2021-01-25,-11.945772818767795
2021-03-19,20.5179040241523
2021-06-04,12.16637415156737
2021-06-17,-3.627815517003588
2021-08-23,4.572966270722605
2021-10-29,0.6236959836363839
2022-04-08,10.430906224925451
2022-09-19,-0.08485295455829671
2022-12-23,-5.707385899110793
2023-02-02,-3.021464666668812
2023-08-22,5.946144833309881
2023-08-25,-2.4390243902439024
2023-10-03,1.4157447875396316
2023-10-26,-5.719007300086868
2024-01-16,15.852071522832334
2024-02-15,-13.34740190679084
