Date,PNL%
2020-08-07,-8.377529016320734
2020-12-30,-4.716975839469347
2021-01-29,-3.0161183626712122
2021-03-23,2.1174121729392827
2021-06-28,3.4048578709612642
2021-11-02,18.747181231480457
2021-11-26,-10.201893806598152
2022-05-06,6.137026952921322
2022-12-26,-4.308683669508629
2023-02-03,-2.0599291154338824
2023-08-04,13.059912894689798
2024-02-29,59.02978432119092
