Date,PNL%
2020-09-07,-1.8613553003626395
2020-12-31,-8.325119499750715
2021-01-28,-12.373112200479884
2021-03-22,12.096926936464152
2021-06-28,5.383272157028699
2021-10-28,22.963572254044742
2021-11-30,-4.5026995440759245
2022-02-18,1.236052356777531
2022-03-30,-9.54774968512647
2022-05-02,-11.741443804882014
2023-02-03,9.357641898499885
2023-03-22,-0.6552510915348385
2023-05-30,0.7611848375266711
2023-08-31,3.185366241251396
2023-10-09,-0.027513169210026372
2024-03-13,44.35616199658573
2024-04-12,-0.8397088626596293
2024-05-13,-2.644537720740388
