Date,PNL%
2019-11-13,-4.907532481134137
2019-12-09,-0.8429803041106546
2020-03-09,11.200237515203167
2020-05-13,-6.403441992091666
2020-06-09,-3.7452232636929637
2020-08-03,-5.549090672134148
2021-01-08,6.0220874280654995
2021-07-02,1.0053372868363486
2021-09-27,11.987090047970026
2021-12-17,0.3320736317906578
2022-09-02,5.500520993161129
2022-11-18,-1.1769495140395894
2022-12-27,-2.300943621205138
2023-05-24,-2.688725869011475
2023-07-28,0.5058643003518778
2024-01-17,6.32588303539614
2024-03-19,-3.6329887096679934
2024-03-27,-0.27006883638820617
2024-04-08,-2.0218876236909855
